Shoaib Mohammad,Pakisthan,9,63,35,919,725,20,3/20,36.25,4.73,45.9,0,0
RML Taylor,SCOT,3,15,15,713,617,20,3/39,30.85,5.19,35.6,0,0
MHN Walker,Australia,7,17,17,1006,546,20,4/19,27.3,3.25,50.3,1,0
GG Arnold,England,3,14,13,714,339,19,4/27,17.84,2.84,37.5,1,0
PVD Chameera,Sri Lanka,4,23,23,895,796,19,3/20,41.89,5.33,47.1,0,0
TM Chappell,Australia,3,20,14,736,538,19,3/31,28.31,4.38,38.7,0,0
Enamul Haque,Bangladesh,12,29,28,1238,1083,19,2/40,57.0,5.24,65.1,0,0
AW Greig,England,5,22,19,916,619,19,4/45,32.57,4.05,48.2,1,0
VA Holder,West Indies,5,12,12,681,454,19,5/50,23.89,4.0,35.8,0,1
RD Jackman,England,9,15,15,873,598,19,3/41,31.47,4.1,45.9,0,0
DS Kulkarni,India,2,12,12,598,508,19,4/34,26.73,5.09,31.4,1,0
MA Leask,SCOT,5,34,31,1142,1019,19,4/37,53.63,5.35,60.1,1,0
BJ McKechnie,New Zealand,6,14,14,818,495,19,3/23,26.05,3.63,43.0,0,0
JN Maguire,Australia,1,23,20,1009,769,19,3/61,40.47,4.57,53.1,0,0
Mohammad Akram,Pakisthan,5,23,21,989,790,19,2/28,41.57,4.79,52.0,0,0
Mushfiqur Rahman,Bangladesh,4,28,28,1332,983,19,2/21,51.73,4.42,70.1,0,0
PDRL Perera,Sri Lanka,8,19,19,888,820,19,3/23,43.15,5.54,46.7,0,0
Shahid Nazir,Pakisthan,4,17,17,810,649,19,3/14,34.15,4.8,42.6,0,0
T Shamsi,South Africa,3,17,17,879,798,19,4/33,42.0,5.44,46.2,1,0
M Sheikh,KENYA,3,21,21,778,625,19,4/36,32.89,4.82,40.9,1,0
Sohail Khan,Pakisthan,8,13,13,666,597,19,5/55,31.42,5.37,35.0,0,1
Tanwir Afzal,HKG,4,20,19,852,601,19,3/20,31.63,4.23,44.8,0,0
AJ Traicos,Zimbabwe,10,27,26,1524,987,19,3/35,51.94,3.88,80.2,0,0
PCR Tufnell,England,7,20,20,1020,699,19,4/22,36.78,4.11,53.6,1,0
Anwar Ali,Pakisthan,3,22,22,927,944,18,3/66,52.44,6.11,51.5,0,0
GD Campbell,Australia,1,12,12,613,404,18,3/17,22.44,3.95,34.0,0,0
RO Collinge,New Zealand,5,15,15,859,479,18,5/23,26.61,3.34,47.7,0,1
MD Dai,Papua New Guinea,4,18,18,954,675,18,3/58,37.5,4.24,53.0,0,0
DR Gilbert,Australia,0,14,14,684,552,18,5/46,30.66,4.84,38.0,0,1
DJ Hussey,Australia,5,69,39,802,698,18,4/21,38.77,5.22,44.5,2,0
BD Julien,West Indies,4,12,12,778,463,18,4/20,25.72,3.57,43.2,2,0
AP Kuiper,South Africa,5,25,19,588,518,18,3/33,28.77,5.28,32.6,0,0
J Lewis,England,2,13,13,716,500,18,4/36,27.77,4.18,39.7,1,0
CS Martin,New Zealand,7,20,19,948,804,18,3/62,44.66,5.08,52.6,0,0
Mohammad Ashraful,Bangladesh,12,177,40,697,661,18,3/26,36.72,5.69,38.7,0,0
B Muzarabani,Zimbabwe,0,18,18,786,733,18,4/47,40.72,5.59,43.6,1,0
MV Nagamootoo,West Indies,2,24,24,1189,998,18,4/32,55.44,5.03,66.0,1,0
AH Omarshah,Zimbabwe,13,28,25,1077,812,18,3/33,45.11,4.52,59.8,0,0
Rahat Ali,Pakisthan,4,14,14,679,658,18,3/40,36.55,5.81,37.7,0,0
KT Sandher,CAN,1,15,15,696,569,18,3/24,31.61,4.9,38.6,0,0
GC Smith,South Africa,11,197,43,1026,951,18,3/30,52.83,5.56,57.0,0,0
CB Sole,SCOT,2,11,11,522,468,18,4/28,26.0,5.37,29.0,2,0
RE van der Merwe,South Africa,10,15,15,789,658,18,3/27,36.55,5.0,43.8,0,0
KC Wessels,Australia,11,109,23,749,666,18,2/16,37.0,5.33,41.6,0,0
AG Wharf,England,1,13,13,584,428,18,4/24,23.77,4.39,32.4,1,0
LR Williams,West Indies,5,15,15,659,556,18,3/16,30.88,5.06,36.6,0,0
Adeel Raja,NL,9,21,21,846,690,17,4/42,40.58,4.89,49.7,1,0
DJ Capel,England,3,23,22,1038,805,17,3/38,47.35,4.65,61.0,0,0
EAR de Silva,Sri Lanka,6,28,28,1374,967,17,3/38,56.88,4.22,80.8,0,0
MV Fleming,England,1,11,11,523,434,17,4/45,25.52,4.97,30.7,1,0
HH Kanitkar,India,3,34,28,1006,803,17,2/22,47.23,4.78,59.1,0,0
JJC Lawson,West Indies,4,13,12,558,498,17,4/57,29.29,5.35,32.8,1,0
Mohammad Nawaz,Pakisthan,3,15,15,699,607,17,4/42,35.7,5.21,41.1,1,0
J Nyumbu,Zimbabwe,1,19,18,844,738,17,3/42,43.41,5.24,49.6,0,0
PADLR Sandakan,Sri Lanka,3,21,20,961,1031,17,4/52,60.64,6.43,56.5,1,0
A Shahzad,England,1,11,11,588,490,17,3/41,28.82,5.0,34.5,0,0
PM Siddle,Australia,10,20,19,901,743,17,3/55,43.7,4.94,53.0,0,0
J Theron,South Africa,9,9,9,412,379,17,5/44,22.29,5.51,24.2,0,1
Aizaz Khan,HKG,4,19,19,728,680,16,2/26,42.5,5.6,45.5,0,0
Asif Iqbal,Pakisthan,6,10,10,592,378,16,4/56,23.62,3.83,37.0,1,0
JP Behrendorff,Australia,0,11,11,591,517,16,5/44,32.31,5.24,36.9,0,1
SM Boland,Australia,0,14,13,716,725,16,3/67,45.31,6.07,44.7,0,0
GR Codrington,CAN,1,17,17,731,577,16,4/33,36.06,4.73,45.6,1,0
CD de Lange,SCOT,1,13,12,546,371,16,5/60,23.18,4.07,34.1,0,1
Ehsan Nawaz,HKG,4,12,12,513,458,16,4/47,28.62,5.35,32.0,2,0
GJ Gilmour,Australia,1,5,5,320,165,16,6/14,10.31,3.09,20.0,0,2
PJC Hoffmann,SCOT,1,18,17,743,555,16,3/22,34.68,4.48,46.4,0,0
SHU Karnain,Sri Lanka,6,19,14,635,505,16,5/26,31.56,4.77,39.6,0,1
DE Malcolm,England,4,10,10,526,404,16,3/40,25.25,4.6,32.8,0,0
S Matsikenyeri,Zimbabwe,13,113,38,920,778,16,2/25,48.62,5.07,57.5,0,0
JL Pattinson,Australia,4,15,15,727,681,16,4/51,42.56,5.62,45.4,1,0
BS Sandhu,India,2,22,21,1110,763,16,3/27,47.68,4.12,69.3,0,0
RR Sarwan,West Indies,13,181,25,581,586,16,3/31,36.62,6.05,36.3,0,0
MC Sorensen,Ireland,3,13,12,543,520,16,4/40,32.5,5.74,33.9,1,0
RJW Topley,England,1,10,10,463,410,16,4/50,25.62,5.31,28.9,1,0
RJ Trott,Bermuda,2,11,11,537,412,16,4/46,25.75,4.6,33.5,1,0
MP Vaughan,England,6,86,28,796,649,16,4/22,40.56,4.89,49.7,1,0
R Vijay Bharadwaj,India,3,10,9,372,307,16,3/34,19.18,4.95,23.2,0,0
Zakir Khan,Pakisthan,6,17,16,646,494,16,4/19,30.87,4.58,40.3,1,0
MR Adair,Ireland,0,9,9,484,509,15,4/19,33.93,6.3,32.2,2,0
KK Ahmed,India,1,11,11,480,465,15,3/13,31.0,5.81,32.0,0,0
PJW Allott,England,3,13,13,819,552,15,3/41,36.8,4.04,54.6,0,0
CJA Amini,Papua New Guinea,5,15,15,732,560,15,4/27,37.33,4.59,48.8,1,0
Azeem Hafeez,Pakisthan,2,15,14,719,586,15,4/22,39.06,4.89,47.9,1,0
SL Boock,New Zealand,9,14,13,700,513,15,3/28,34.2,4.39,46.6,0,0
DCC Borden,Bermuda,2,12,12,411,392,15,4/30,26.13,5.72,27.4,1,0
Danish Kaneria,Pakisthan,6,18,18,854,683,15,3/31,45.53,4.79,56.9,0,0
G Dymock,Australia,6,15,14,806,412,15,2/21,27.46,3.06,53.7,0,0
TCB Fernando,Sri Lanka,2,17,17,700,586,15,5/67,39.06,5.02,46.6,0,1
KD Ghavri,India,6,19,19,1033,708,15,3/40,47.2,4.11,68.8,0,0
S Lamichhane,NEPAL,1,6,6,319,222,15,4/24,14.8,4.17,21.2,2,0
NC McGarrell,West Indies,3,17,17,859,681,15,3/32,45.4,4.75,57.2,0,0
KH MacLeay,Australia,4,16,16,857,626,15,6/39,41.73,4.38,57.1,0,1
GH O'Brien,Bermuda,2,9,9,456,405,15,3/31,27.0,5.32,30.4,0,0
SS Pathirana,Sri Lanka,2,18,18,765,720,15,3/37,48.0,5.64,51.0,0,0
SM Patil,India,6,45,20,864,589,15,2/28,39.26,4.09,57.6,0,0
Rajin Saleh,Bangladesh,3,43,19,539,459,15,4/16,30.6,5.1,35.9,1,0
AK Sharma,India,5,31,29,1140,875,15,3/41,58.33,4.6,76.0,0,0
L Sivaramakrishnan,India,2,16,16,756,538,15,3/35,35.86,4.26,50.4,0,0
CT Tremlett,England,6,15,15,784,705,15,4/32,47.0,5.39,52.2,1,0
JTC Vaughan,New Zealand,4,18,17,696,524,15,4/33,34.93,4.51,46.4,1,0
UWMBCA Welegedara,Sri Lanka,1,10,9,457,433,15,5/66,28.86,5.68,30.4,0,1
LJ Wright,England,7,50,37,1038,884,15,2/34,58.93,5.1,69.2,0,0
JO Angara,KENYA,6,17,15,588,569,14,3/30,40.64,5.8,42.0,0,0
Anshuman Rath,HKG,4,18,7,337,167,14,3/22,11.92,2.97,24.0,0,0
F Behardien,South Africa,5,59,35,748,719,14,3/19,51.35,5.76,53.4,0,0
DE Bernard,West Indies,7,20,17,624,526,14,3/32,37.57,5.05,44.5,0,0
GS Blewett,Australia,4,32,24,749,646,14,2/6,46.14,5.17,53.5,0,0
S Chanderpaul,West Indies,17,268,28,740,636,14,3/18,45.42,5.15,52.8,0,0
GJ Cosier,Australia,4,9,8,409,248,14,5/18,17.71,3.63,29.2,0,1
JWM Dalrymple,England,1,27,23,840,666,14,2/5,47.57,4.75,60.0,0,0
Enamul Haque jnr,Bangladesh,4,10,10,576,422,14,3/16,30.14,4.39,41.1,0,0
UC Hathurusingha,Sri Lanka,7,35,25,954,709,14,4/57,50.64,4.45,68.1,1,0
Jalal-ud-Din,Pakisthan,1,8,7,306,211,14,4/32,15.07,4.13,21.8,1,0
SKW Kelly,Bermuda,3,10,10,389,371,14,3/36,26.5,5.72,27.7,0,0
D Mongia,India,6,57,21,640,571,14,3/31,40.78,5.35,45.7,0,0
Mosaddek Hossain,Bangladesh,3,35,33,902,787,14,3/13,56.21,5.23,64.4,0,0
A Nao,Papua New Guinea,2,13,13,613,495,14,3/40,35.35,4.84,43.7,0,0
JD Nel,SCOT,4,19,19,730,649,14,4/25,46.35,5.33,52.1,1,0
IE O'Brien,New Zealand,1,10,10,453,488,14,3/68,34.85,6.46,32.3,0,0
Rahmat Shah,Afganisthan,6,73,26,524,504,14,5/32,36.0,5.77,37.4,0,1
Rumman Raees,Pakisthan,1,9,9,463,464,14,3/49,33.14,6.01,33.0,0,0
JA Snow,England,4,9,8,538,232,14,4/11,16.57,2.58,38.4,2,0
Sohrawordi Shuvo,Bangladesh,1,17,17,762,572,14,3/14,40.85,4.5,54.4,0,0
SA Ankola,India,8,20,20,807,615,13,3/33,47.3,4.57,62.0,0,0
MP Bicknell,England,1,7,7,413,347,13,3/55,26.69,5.04,31.7,0,0
KD Boyce,West Indies,2,8,8,470,313,13,4/50,24.07,3.99,36.1,1,0
ST Clarke,West Indies,4,10,10,524,245,13,3/22,18.84,2.8,40.3,0,0
PC Connell,Ireland,2,13,12,564,518,13,3/68,39.84,5.51,43.3,0,0
TLW Cooper,NL,3,23,19,553,438,13,3/11,33.69,4.75,42.5,0,0
PWH de Silva,Sri Lanka,2,12,12,403,429,13,3/15,33.0,6.38,31.0,0,0
Hamza Tahir,SCOT,0,6,6,338,228,13,5/38,17.53,4.04,26.0,1,1
MN Hart,New Zealand,8,13,12,572,373,13,5/22,28.69,3.91,44.0,0,1
RS Higgins,Zimbabwe,0,11,11,544,380,13,4/21,29.23,4.19,41.8,1,0
Ijaz Faqih,Pakisthan,8,27,25,1116,819,13,4/43,63.0,4.4,85.8,1,0
CBRLS Kumara,Sri Lanka,2,13,13,544,623,13,2/26,47.92,6.87,41.8,0,0
Majid Khan,Pakisthan,9,23,15,658,374,13,3/27,28.76,3.41,50.6,0,0
AD Mascarenhas,England,2,20,20,822,634,13,3/23,48.76,4.62,63.2,0,0
Minhajul Abedin,Bangladesh,13,27,18,546,511,13,2/39,39.3,5.61,42.0,0,0
Mohammad Hussain,Pakisthan,1,14,13,672,547,13,4/33,42.07,4.88,51.6,1,0
SN Netravalkar,South Africa,0,9,9,403,210,13,5/32,16.15,3.12,31.0,0,1
ASA Perera,Sri Lanka,3,20,18,579,522,13,2/25,40.15,5.4,44.5,0,0
MDK Perera,Sri Lanka,11,13,10,456,409,13,3/48,31.46,5.38,35.0,0,0
DJ Reekers,NL,3,19,13,510,436,13,3/54,33.53,5.12,39.2,0,0
JB Reva,Papua New Guinea,2,9,9,405,357,13,3/40,27.46,5.28,31.1,0,0
Sharafuddin Ashraf,Afganisthan,5,17,17,764,559,13,3/29,43.0,4.39,58.7,0,0
JN Snape,England,1,10,10,529,403,13,3/43,31.0,4.57,40.6,0,0
Sompal Kami,NEPAL,1,6,6,301,247,13,5/33,19.0,4.92,23.1,0,1
Tareq Aziz,Bangladesh,2,10,10,465,424,13,3/19,32.61,5.47,35.7,0,0
S Thuraisingam,CAN,5,10,10,421,305,13,4/35,23.46,4.34,32.3,1,0
JJ Tucker,Bermuda,3,26,21,819,701,13,2/23,53.92,5.13,63.0,0,0
JJ van der Wath,South Africa,1,10,10,526,551,13,2/21,42.38,6.28,40.4,0,0
P Willey,England,9,26,22,1031,659,13,3/33,50.69,3.83,79.3,0,0
P Wilson,Australia,1,11,11,562,450,13,3/39,34.61,4.8,43.2,0,0
Aftab Ahmed,Bangladesh,6,85,30,739,656,12,5/31,54.66,5.32,61.5,0,1
Ahsan Malik,NL,3,12,11,471,408,12,3/38,34.0,5.19,39.2,0,0
M Azharuddin,India,15,334,24,552,479,12,3/19,39.91,5.2,46.0,0,0
WD Balaji Rao,CAN,3,10,10,474,448,12,4/57,37.33,5.67,39.5,1,0
HR Bryan,West Indies,0,15,15,722,518,12,4/24,43.16,4.3,60.1,1,0
IP Butchart,Zimbabwe,12,20,16,702,640,12,3/57,53.33,5.47,58.5,0,0
ADR Campbell,Zimbabwe,11,188,30,509,434,12,2/20,36.16,5.11,42.4,0,0
PA Desai,CAN,4,13,13,612,485,12,3/35,40.41,4.75,51.0,0,0
AB Dinda,India,3,13,13,594,612,12,2/44,51.0,6.18,49.5,0,0
H Durham,Bermuda,0,9,8,400,343,12,4/45,28.58,5.14,33.3,1,0
AM Ellis,New Zealand,1,15,13,480,425,12,2/22,35.41,5.31,40.0,0,0
RM Ellison,England,2,14,14,696,510,12,3/42,42.5,4.39,58.0,0,0
AM Guruge,UAE,1,7,7,351,337,12,4/56,28.08,5.76,29.2,1,0
TM Head,Australia,2,42,26,765,737,12,2/22,61.41,5.78,63.7,0,0
PA Hitchcock,New Zealand,6,14,12,558,468,12,3/30,39.0,5.03,46.5,0,0
AG Hurst,Australia,4,8,7,402,203,12,5/21,16.91,3.02,33.5,0,1
Iqbal Qasim,Pakisthan,11,15,14,664,500,12,3/13,41.66,4.51,55.3,0,0
Kabir Khan,Pakisthan,6,10,9,371,303,12,2/23,25.25,4.9,30.9,0,0
TP Kamungozi,Zimbabwe,9,14,13,636,548,12,2/36,45.66,5.16,53.0,0,0
Khurram Khan,UAE,11,16,11,498,432,12,4/32,36.0,5.2,41.5,1,0
RK Kleinveldt,South Africa,0,10,10,513,448,12,4/22,37.33,5.23,42.7,1,0
CM Kuggeleijn,New Zealand,1,16,16,817,604,12,2/31,50.33,4.43,68.0,0,0
GA Lamb,Zimbabwe,1,15,15,642,467,12,3/45,38.91,4.36,53.5,0,0
SG Law,Australia,5,54,25,807,635,12,2/22,52.91,4.72,67.2,0,0
RJ McCurdy,Australia,0,11,11,515,375,12,3/19,31.25,4.36,42.9,0,0
DR Martyn,Australia,14,208,31,794,704,12,2/21,58.66,5.31,66.1,0,0
SF Mire,Zimbabwe,5,47,19,507,515,12,4/43,42.91,6.09,42.2,1,0
SO Ngoche,KENYA,4,14,13,569,431,12,2/28,35.91,4.54,47.4,0,0
MA Parker,SCOT,0,10,10,414,327,12,4/33,27.25,4.73,34.5,1,0
RG Petrie,New Zealand,1,12,12,660,449,12,2/25,37.41,4.08,55.0,0,0
PWE Rawson,Zimbabwe,4,10,10,571,427,12,3/47,35.58,4.48,47.5,0,0
JD Ryder,New Zealand,6,48,19,407,412,12,3/29,34.33,6.07,33.9,0,0
Simi Singh,Ireland,2,15,12,570,378,12,3/15,31.5,3.97,47.5,0,0
SR Thompson,Ireland,4,20,16,559,490,12,2/17,40.83,5.25,46.5,0,0
AJ Tye,Australia,0,7,7,387,392,12,5/46,32.66,6.07,32.2,0,1
I Udana,Sri Lanka,7,15,15,639,631,12,2/41,52.58,5.92,53.2,0,0
KEA Upashantha,Sri Lanka,6,12,12,564,481,12,4/37,40.08,5.11,47.0,1,0
RR Watson,SCOT,4,35,17,570,528,12,3/18,44.0,5.55,47.5,0,0
CL White,Australia,13,91,19,331,351,12,3/5,29.25,6.36,27.5,0,0
PJ Wiseman,New Zealand,5,15,13,450,368,12,4/45,30.66,4.9,37.5,1,0
Aamer Nazir,Pakisthan,2,9,9,417,346,11,3/43,31.45,4.97,37.9,0,0
VR Aaron,India,3,9,9,380,419,11,3/24,38.09,6.61,34.5,0,0
RW Ali,KENYA,1,9,9,338,255,11,3/17,23.18,4.52,30.7,0,0
Amir Hayat,UAE,1,9,9,449,382,11,3/19,34.72,5.1,40.8,0,0
LS Baker,West Indies,1,10,9,426,355,11,3/47,32.27,5.0,38.7,0,0
RL Chase,West Indies,2,25,18,641,511,11,3/30,46.45,4.78,58.2,0,0
R Clarke,England,3,20,14,469,415,11,2/28,37.72,5.3,42.6,0,0
HT Davis,New Zealand,3,11,11,432,436,11,4/35,39.63,6.05,39.2,1,0
Z Groenewald,NAM,0,4,4,198,130,11,5/20,11.81,3.93,18.0,0,1
HF Gurney,England,0,10,10,455,432,11,4/55,39.27,5.69,41.3,1,0
Haris Sohail,Pakisthan,6,41,21,642,613,11,3/45,55.72,5.72,58.3,0,0
Haseeb Amjad,HKG,2,7,7,342,288,11,3/49,26.18,5.05,31.0,0,0
DW Headley,England,3,13,13,594,520,11,2/38,47.27,5.25,54.0,0,0
HJ Howarth,New Zealand,2,9,8,492,280,11,3/29,25.45,3.41,44.7,0,0
RL Johnson,England,0,10,9,402,239,11,3/22,21.72,3.56,36.5,0,0
CL King,West Indies,4,18,15,744,529,11,4/23,48.09,4.26,67.6,1,0
NM Kulkarni,India,1,10,8,402,357,11,3/27,32.45,5.32,36.5,0,0
RT Latham,New Zealand,4,33,21,450,386,11,5/32,35.09,5.14,40.9,0,1
P Lever,England,4,10,9,440,261,11,4/35,23.72,3.55,40.0,1,0
AA Mallett,Australia,4,9,9,502,341,11,3/34,31.0,4.07,45.6,0,0
MF Malone,Australia,5,10,10,612,315,11,2/9,28.63,3.08,55.6,0,0
A Martin,West Indies,0,9,9,444,296,11,4/36,26.9,4.0,40.3,1,0
EZ Matambanadzo,Zimbabwe,1,7,7,297,217,11,4/32,19.72,4.38,27.0,1,0
M Mbangwa,Zimbabwe,6,29,29,1369,1140,11,2/24,103.63,4.99,124.4,0,0
DR Parry,West Indies,2,6,6,330,259,11,3/47,23.54,4.7,30.0,0,0
RL Powell,West Indies,6,109,25,473,491,11,2/5,44.63,6.22,43.0,0,0
TT Samaraweera,Sri Lanka,13,53,17,702,542,11,3/34,49.27,4.63,63.8,0,0
Shafiuddin Ahmed,Bangladesh,3,11,11,495,426,11,3/42,38.72,5.16,45.0,0,0
DLS van Bunge,NL,11,37,13,331,329,11,3/16,29.9,5.96,30.0,0,0
A van der Merwe,Ireland,1,9,9,432,323,11,5/49,29.36,4.48,39.2,0,1
JDF Vandersay,Sri Lanka,4,12,11,491,480,11,3/50,43.63,5.86,44.6,0,0
AS Wassan,India,1,9,9,426,283,11,3/28,25.72,3.98,38.7,0,0
M Zondeki,South Africa,6,13,12,558,504,11,2/40,45.81,5.41,50.7,0,0
MW Alleyne,England,1,10,9,366,280,10,3/27,28.0,4.59,36.6,0,0
MA Aponso,Sri Lanka,2,9,9,423,377,10,4/18,37.7,5.34,42.3,1,0
TD Astle,New Zealand,2,9,8,270,246,10,3/33,24.6,5.46,27.0,0,0
DJ Callaghan,South Africa,8,29,19,444,365,10,3/32,36.5,4.93,44.4,0,0
A Codrington,CAN,4,9,8,300,265,10,5/27,26.5,5.3,30.0,0,1
M de Lange,South Africa,4,4,4,209,198,10,4/46,19.8,5.68,20.9,1,0
R Dhanraj,West Indies,1,6,5,264,170,10,4/26,17.0,3.86,26.4,1,0
JN Frylinck,NAM,0,5,5,195,116,10,5/13,11.6,3.56,19.5,0,1
MW Gatting,England,16,92,14,392,336,10,3/32,33.6,5.14,39.2,0,0
NG Jones,Ireland,1,14,13,389,234,10,2/19,23.4,3.6,38.9,0,0
Khawar Ali,OMAN,0,5,5,258,188,10,4/23,18.8,4.37,25.8,1,0
FJ Klaassen,NL,1,4,4,240,150,10,3/30,15.0,3.75,24.0,0,0
RR Kulkarni,India,4,10,10,444,345,10,3/42,34.5,4.66,44.4,0,0
DK Liyanage,Sri Lanka,9,16,16,642,510,10,3/49,51.0,4.76,64.2,0,0
Mohammad Sharif,Bangladesh,6,9,9,499,424,10,3/40,42.4,5.09,49.9,0,0
Mohammad Zahid,Pakisthan,6,11,11,512,391,10,2/20,39.1,4.58,51.2,0,0
D Mohammed,West Indies,2,7,6,353,235,10,3/37,23.5,3.99,35.3,0,0
Naimur Rahman,Bangladesh,7,29,24,1094,904,10,2/51,90.4,4.95,109.4,0,0
RJ Nicol,New Zealand,2,22,17,339,329,10,4/19,32.9,5.82,33.9,1,0
H Patel,CAN,4,23,16,409,353,10,4/28,35.3,5.17,40.9,1,0
MJG Rippon,NL,5,6,6,252,167,10,4/37,16.7,3.97,25.2,1,0
IH Romaine,Bermuda,3,35,13,326,355,10,2/22,35.5,6.53,32.6,0,0
KR Rutherford,New Zealand,10,121,17,389,323,10,2/39,32.3,4.98,38.9,0,0
RL Sanghvi,India,0,10,10,498,399,10,3/29,39.9,4.8,49.8,0,0
Sanwar Hossain,Bangladesh,5,27,13,383,327,10,3/49,32.7,5.12,38.3,0,0
MD Shanaka,Sri Lanka,3,22,12,282,274,10,5/43,27.4,5.82,28.2,0,1
G Sharma,India,2,11,10,486,361,10,3/29,36.1,4.45,48.6,0,0
TB Sole,SCOT,1,10,10,504,387,10,4/15,38.7,4.6,50.4,1,0
MN Waller,Zimbabwe,9,79,30,666,566,10,2/44,56.6,5.09,66.6,0,0
Ziaur Rahman,Bangladesh,1,13,11,390,301,10,5/30,30.1,4.63,39.0,0,1
KN Amalean,Sri Lanka,2,8,8,318,207,9,4/46,23.0,3.9,35.3,1,0
MKDI Amerasinghe,Sri Lanka,1,8,8,426,363,9,3/44,40.33,5.11,47.3,0,0
Amjad Javed,UAE,9,15,15,618,608,9,3/60,67.55,5.9,68.6,0,0
ML Cummins,West Indies,3,11,9,450,474,9,3/82,52.66,6.32,50.0,0,0
KM Curran,Zimbabwe,4,11,10,506,398,9,3/65,44.22,4.71,56.2,0,0
MH Dekker,Zimbabwe,4,23,12,347,290,9,2/16,32.22,5.01,38.5,0,0
GRA de Silva,Sri Lanka,7,6,6,305,262,9,3/41,29.11,5.15,33.8,0,0
PLS Gamage,Sri Lanka,3,9,9,402,392,9,4/57,43.55,5.85,44.6,1,0
K Gore,South Africa,0,7,7,300,208,9,4/20,23.11,4.16,33.3,1,0
MP Jarvis,Zimbabwe,8,12,12,601,451,9,2/37,50.11,4.5,66.7,0,0
Javed Ahmadi,Afganisthan,9,44,17,398,319,9,4/37,35.44,4.8,44.2,1,0
P Khadka,NEPAL,1,6,6,258,164,9,4/26,18.22,3.81,28.6,1,0
Khaliq Dad,Afganisthan,1,6,6,252,150,9,3/30,16.66,3.57,28.0,0,0
RJ Kirtley,England,3,11,11,549,481,9,2/33,53.44,5.25,61.0,0,0
T Kumaran,India,1,8,8,378,348,9,3/24,38.66,5.52,42.0,0,0
RP Lefebvre,NL,7,11,11,534,346,9,2/38,38.44,3.88,59.3,0,0
AS Luseno,KENYA,7,10,10,330,316,9,4/32,35.11,5.74,36.6,1,0
MW Machan,SCOT,3,23,16,402,384,9,3/31,42.66,5.73,44.6,0,0
CS MacLeod,SCOT,11,66,31,770,694,9,2/26,77.11,5.4,85.5,0,0
Mohammad Kashif,NL,4,11,11,450,410,9,3/42,45.55,5.46,50.0,0,0
Mohammad Shahzad,UAE,2,6,6,240,233,9,4/26,25.88,5.82,26.6,1,0
Mohammad Tauqir,UAE,11,11,11,491,383,9,2/38,42.55,4.68,54.5,0,0
DT Mutendera,Zimbabwe,2,9,9,390,334,9,3/23,37.11,5.13,43.3,0,0
JL Ontong,South Africa,11,28,16,538,396,9,3/30,44.0,4.41,59.7,0,0
CAK Rajitha,Sri Lanka,1,9,9,353,379,9,2/17,42.11,6.44,39.2,0,0
TG Shaw,South Africa,3,9,9,504,298,9,2/19,33.11,3.54,56.0,0,0
TAM Siriwardana,Sri Lanka,4,27,21,601,547,9,2/27,60.77,5.46,66.7,0,0
Soumya Sarkar,Bangladesh,5,55,14,324,318,9,3/56,35.33,5.88,36.0,0,0
S Sriram,India,4,8,8,324,274,9,3/43,30.44,5.07,36.0,0,0
CAH Stevenson,South Africa,0,4,4,186,149,9,3/22,16.55,4.8,20.6,0,0
ML Su'a,New Zealand,3,12,12,463,367,9,4/59,40.77,4.75,51.4,1,0
BRM Taylor,Zimbabwe,15,193,21,396,406,9,3/54,45.11,6.15,44.0,0,0
SD Udal,England,11,11,11,612,400,9,2/37,44.44,3.92,68.0,0,0
RM West,Ireland,1,10,9,447,279,9,4/26,31.0,3.74,49.6,1,0
D Wiese,South Africa,1,6,6,294,316,9,3/50,35.11,6.44,32.6,0,0
HS Williams,South Africa,1,7,7,329,228,9,3/38,25.33,4.15,36.5,0,0
KOK Williams,West Indies,1,8,7,330,293,9,4/43,32.55,5.32,36.6,1,0
B Wood,England,10,13,10,420,224,9,2/14,24.88,3.2,46.6,0,0
RA Woolmer,England,4,6,6,321,260,9,3/33,28.88,4.85,35.6,0,0
Abdur Rauf,Pakisthan,0,4,4,214,212,8,3/24,26.5,5.94,26.7,0,0
RG Aga,KENYA,10,12,11,402,320,8,2/17,40.0,4.77,50.2,0,0
AC Agar,Australia,3,9,9,432,414,8,2/48,51.75,5.75,54.0,0,0
SL Campbell,West Indies,7,90,8,196,170,8,4/30,21.25,5.2,24.5,1,0
RP de Groen,New Zealand,1,12,12,549,478,8,2/34,59.75,5.22,68.6,0,0
Dolar Mahmud,Bangladesh,1,7,7,210,258,8,4/28,32.25,7.37,26.2,1,0
SF Graf,Australia,1,11,10,522,345,8,2/23,43.12,3.96,65.2,0,0
EJ Gray,New Zealand,4,10,9,386,286,8,2/26,35.75,4.44,48.2,0,0
Hasan Jamil,Pakisthan,1,6,5,232,154,8,3/18,19.25,3.98,29.0,0,0
BC Hollioake,England,5,20,17,642,532,8,2/37,66.5,4.97,80.2,0,0
Irfan Ahmed,HKG,6,6,6,290,299,8,3/51,37.37,6.18,36.2,0,0
Izatullah Dawlatzai,Afganisthan,5,5,5,210,146,8,4/38,18.25,4.17,26.2,1,0
DPMD Jayawardene,Sri Lanka,17,448,28,593,563,8,2/56,70.37,5.69,74.1,0,0
MO Jones,Bermuda,1,12,12,458,482,8,2/25,60.25,6.31,57.2,0,0
