Ibrahim Hassan,Mald,0,11,11,35.5,1,291,12,5/24,24.25,8.12,17.9,0,1
JH Kallis,South Africa,7,25,19,46.0,1,333,12,4/15,27.75,7.23,23.0,1,0
LC Le Tissier,GUE,0,9,9,35.0,0,207,12,3/17,17.25,5.91,17.5,0,0
N Madziva,Zimbabwe,4,15,15,46.5,0,417,12,4/34,34.75,8.9,23.4,1,0
WP Masakadza,Zimbabwe,4,12,12,40.0,1,312,12,4/28,26.0,7.8,20.0,1,0
AD Mascarenhas,England,2,14,14,42.0,0,309,12,3/18,25.75,7.35,21.0,0,0
BMAJ Mendis,Sri Lanka,7,22,14,35.0,0,249,12,3/24,20.75,7.11,17.5,0,0
Mohammad Nawaz,Pakisthan,2,16,16,50.0,1,340,12,2/11,28.33,6.8,25.0,0,0
Mohammad Saifuddin,Bangladesh,2,13,13,43.0,0,386,12,4/33,32.16,8.97,21.5,1,0
Muhammad Kashif,KUW,0,10,9,27.0,1,212,12,3/30,17.66,7.85,13.5,0,0
J Mulder,Ireland,1,8,8,29.0,0,192,12,4/16,16.0,6.62,14.5,1,0
JD Nel,SCOT,3,10,9,31.0,3,169,12,3/10,14.08,5.45,15.5,0,0
T Shamsi,South Africa,2,16,16,57.0,1,429,12,2/16,35.75,7.52,28.5,0,0
BDH Stevens,JER,0,17,14,40.2,0,249,12,3/17,20.75,6.17,20.1,0,0
Taskin Ahmed,Bangladesh,4,19,17,55.5,1,438,12,2/32,36.5,7.84,27.9,0,0
J Theron,South Africa,2,9,9,32.2,0,261,12,4/27,21.75,8.07,16.1,1,0
SO Tikolo,KENYA,6,15,10,28.2,0,168,12,4/2,14.0,5.92,14.1,1,0
Umar Adam,Mald,0,11,8,27.0,0,168,12,3/17,14.0,6.22,13.5,0,0
S Vijayakumar,SGP,0,9,9,28.0,1,204,12,4/25,17.0,7.28,14.0,1,0
Zulfiqar Babar,Pakisthan,1,7,7,26.0,1,185,12,3/23,15.41,7.11,13.0,0,0
Abdur Rehman,Pakisthan,6,8,8,26.0,0,192,11,2/7,17.45,7.38,14.1,0,0
Aftab Alam,Afganisthan,6,12,12,40.5,0,324,11,2/23,29.45,7.93,22.2,0,0
Anwar Rahman,MAL,0,9,8,23.3,1,117,11,4/16,10.63,4.97,12.8,1,0
MA Baig,West Indies,0,7,7,26.0,0,160,11,4/20,14.54,6.15,14.1,1,0
RP Burl,Zimbabwe,1,16,15,33.0,1,279,11,3/24,25.36,8.45,18.0,0,0
DT Christian,Australia,7,16,16,35.3,0,317,11,3/27,28.81,8.92,19.3,0,0
N Dutta,CAN,0,11,11,39.0,0,253,11,2/12,23.0,6.48,21.2,0,0
Irfan Ahmed,HKG,1,8,8,27.0,0,190,11,3/11,17.27,7.03,14.7,0,0
D Maisuria,Botsw,0,6,5,17.1,0,121,11,4/28,11.0,7.04,9.3,1,0
NO Miller,West Indies,5,9,9,31.4,0,224,11,2/20,20.36,7.07,17.2,0,0
Mohammed Nadeem,QAT,0,15,15,52.0,0,364,11,3/23,33.09,7.0,28.3,0,0
Muhamad Syahadat,MAL,0,10,8,21.0,0,127,11,3/7,11.54,6.04,11.4,0,0
L Ngidi,South Africa,1,7,7,20.0,0,128,11,4/19,11.63,6.4,10.9,1,0
SH Obed,VAN,0,12,9,28.0,0,190,11,3/23,17.27,6.78,15.2,0,0
NM Odhiambo,KENYA,9,16,14,41.0,0,319,11,3/30,29.0,7.78,22.3,0,0
TM Odoyo,KENYA,6,11,10,36.0,0,170,11,3/17,15.45,4.72,19.6,0,0
TK Patel,South Africa,0,7,6,22.0,0,146,11,4/27,13.27,6.63,12.0,1,0
Sikandar Raza,Zimbabwe,6,32,22,46.0,0,376,11,2/7,34.18,8.17,25.0,0,0
DT Tiripano,Zimbabwe,3,10,10,34.3,0,278,11,3/20,25.27,8.05,18.8,0,0
MA Wood,England,4,5,5,17.3,0,148,11,3/9,13.45,8.45,9.5,0,0
MH Yardy,England,5,14,13,46.0,0,299,11,2/19,27.18,6.5,25.0,0,0
Anwar Ali,Pakisthan,8,16,15,44.1,0,367,10,2/27,36.7,8.3,26.5,0,0
P Arrighi,Arg,0,5,5,19.0,2,84,10,5/4,8.4,4.42,11.4,0,1
Awais Malik,QAT,0,11,11,33.0,0,279,10,3/19,27.9,8.45,19.8,0,0
L Balaji,India,0,5,5,16.0,0,121,10,3/19,12.1,7.56,9.6,0,0
K Christie,HKG,0,11,11,39.0,0,292,10,2/23,29.2,7.48,23.4,0,0
PC Connell,Ireland,2,9,8,25.3,1,156,10,3/8,15.6,6.11,15.3,0,0
C de Grandhomme,New Zealand,7,33,18,47.5,0,432,10,2/22,43.2,9.03,28.7,0,0
XJ Doherty,Australia,1,11,11,38.0,0,300,10,3/20,30.0,7.89,22.8,0,0
Fayyaz Butt,OMAN,0,14,14,43.3,0,313,10,3/16,31.3,7.19,26.1,0,0
MR Gillespie,New Zealand,2,11,10,35.0,3,255,10,4/7,25.5,7.28,21.0,1,0
RM Hira,New Zealand,1,15,13,42.2,1,337,10,2/42,33.7,7.96,25.4,0,0
JR Hopes,Australia,5,12,12,37.0,0,283,10,2/26,28.3,7.64,22.2,0,0
Junaid Siddiqui,CAN,7,13,13,45.0,1,266,10,3/10,26.6,5.91,27.0,0,0
BJ McCarthy,Ireland,1,6,6,24.0,0,259,10,4/33,25.9,10.79,14.4,1,0
Mohammed Shami,India,5,8,8,27.4,0,275,10,3/38,27.5,9.93,16.6,0,0
JF Mooney,Ireland,6,27,10,26.0,1,176,10,2/7,17.6,6.76,15.6,0,0
PP Ojha,India,1,6,6,21.0,0,132,10,4/21,13.2,6.28,12.6,1,0
LN Oluoch,KENYA,6,10,10,29.0,1,209,10,3/22,20.9,7.2,17.4,0,0
H Osinde,CAN,5,11,11,35.0,0,250,10,3/36,25.0,7.14,21.0,0,0
S Prasanna,Sri Lanka,4,20,18,50.0,1,359,10,2/45,35.9,7.18,30.0,0,0
LN Rajbanshi,NEPAL,1,12,12,38.2,0,231,10,3/6,23.1,6.02,23.0,0,0
CAK Rajitha,Sri Lanka,3,10,10,37.0,0,358,10,3/29,35.8,9.67,22.2,0,0
SHA Rance,New Zealand,2,8,7,27.0,0,245,10,3/26,24.5,9.07,16.2,0,0
Raza Hasan,Pakisthan,2,10,10,38.0,1,219,10,2/14,21.9,5.76,22.8,0,0
KAJ Roach,West Indies,4,11,11,39.0,1,284,10,2/25,28.4,7.28,23.4,0,0
MD Shanaka,Sri Lanka,4,35,14,24.1,0,182,10,3/16,18.2,7.53,14.5,0,0
BA Stokes,England,7,23,18,55.4,1,496,10,3/26,49.6,8.91,33.4,0,0
R Vinay Kumar,India,3,9,9,31.3,0,247,10,3/24,24.7,7.84,18.9,0,0
HR Walsh,West Indies,0,13,11,32.5,0,257,10,2/21,25.7,7.82,19.7,0,0
B Ward,JER,0,13,13,39.2,2,249,10,3/19,24.9,6.33,23.6,0,0
FA Allen,West Indies,1,11,10,31.0,1,214,9,2/19,23.77,6.9,20.6,0,0
Atif Mehmood,ESP,0,9,9,27.0,0,154,9,2/14,17.11,5.7,18.0,0,0
Bilal Zalmai,Aut,0,5,4,14.0,1,67,9,4/12,7.44,4.78,9.3,1,0
DE Bollinger,Australia,3,9,9,35.0,0,249,9,1/22,27.66,7.11,23.3,0,0
TM Dilshan,Sri Lanka,10,80,25,43.0,0,313,9,2/4,34.77,7.27,28.6,0,0
Elias Sunny,Bangladesh,0,7,7,23.0,1,146,9,5/13,16.22,6.34,15.3,0,1
OD Hald,DEN,0,9,7,21.3,0,113,9,3/18,12.55,5.25,14.3,0,0
PD Hennessy,ESP,0,8,5,12.0,1,86,9,3/27,9.55,7.16,8.0,0,0
BW Hilfenhaus,Australia,5,7,7,26.0,0,161,9,2/15,17.88,6.19,17.3,0,0
DR Hooper,GUE,0,9,9,31.2,0,211,9,3/5,23.44,6.73,20.8,0,0
Ilyas Ahmed,KUW,0,6,6,21.0,0,160,9,3/17,17.77,7.61,14.0,0,0
TE Kane,Ireland,4,7,5,15.2,0,143,9,3/19,15.88,9.32,10.2,0,0
RK Kleinveldt,South Africa,5,6,6,20.2,1,173,9,3/18,19.22,8.5,13.5,0,0
ND Laegsgaard,DEN,0,9,7,23.0,0,105,9,2/5,11.66,4.56,15.3,0,0
KS Leverock,Bermuda,0,12,8,26.0,0,210,9,3/19,23.33,8.07,17.3,0,0
PK Matautaava,VAN,0,10,8,28.0,1,199,9,2/9,22.11,7.1,18.6,0,0
Md Nurul Huda,Fin,0,5,5,16.3,0,118,9,3/11,13.11,7.15,11.0,0,0
Mehran Khan,OMAN,4,19,11,31.0,0,222,9,3/18,24.66,7.16,20.6,0,0
GRD Munasinghe,ITA,0,8,7,27.0,1,191,9,4/11,21.22,7.07,18.0,1,0
S Muniandy,MAL,0,15,12,30.0,0,260,9,2/5,28.88,8.66,20.0,0,0
B Muzarabani,Zimbabwe,0,6,6,24.0,0,220,9,3/21,24.44,9.16,16.0,0,0
A Neill,SCOT,0,5,5,20.0,0,154,9,3/21,17.11,7.7,13.3,0,0
AR Patel,India,3,11,11,39.0,0,265,9,3/17,29.44,6.79,26.0,0,0
D Paterson,South Africa,1,8,8,29.5,0,265,9,4/32,29.44,8.88,19.8,1,0
WA Peatfield,GUE,0,8,8,28.0,0,198,9,3/23,22.0,7.07,18.6,0,0
Qadeer Ahmed,UAE,4,10,10,32.0,1,253,9,2/18,28.11,7.9,21.3,0,0
JA Richardson,Australia,2,9,9,34.0,0,287,9,2/32,31.88,8.44,22.6,0,0
Rizwan Cheema,CAN,11,24,15,50.0,1,382,9,2/19,42.44,7.64,33.3,0,0
JRMVB Sanjaya,Sri Lanka,0,8,8,28.5,1,250,9,2/20,27.77,8.67,19.2,0,0
L Siaka,Papua New Guinea,4,26,5,12.0,0,56,9,3/16,6.22,4.66,8.0,0,0
MP Stoinis,Australia,4,19,15,38.2,0,319,9,2/27,35.44,8.32,25.5,0,0
O Thomas,West Indies,1,10,10,37.0,1,326,9,2/21,36.22,8.81,24.6,0,0
I Wardlaw,SCOT,0,4,4,16.0,1,145,9,3/40,16.11,9.06,10.6,0,0
CG Williams,NAM,0,13,10,23.0,1,142,9,3/9,15.77,6.17,15.3,0,0
UT Yadav,India,7,7,7,25.0,0,219,9,2/19,24.33,8.76,16.6,0,0
Aizaz Cheema,Pakisthan,1,5,5,17.0,0,116,8,4/30,14.5,6.82,12.7,1,0
M Ansari,OMAN,1,11,10,37.5,0,334,8,3/37,41.75,8.82,28.3,0,0
OGL Bascome,Bermuda,0,11,6,15.1,0,117,8,4/10,14.62,7.71,11.3,1,0
U Bhatti,CAN,2,7,7,23.0,0,148,8,3/23,18.5,6.43,17.2,0,0
CJ Boyce,Australia,2,7,7,23.0,0,152,8,2/10,19.0,6.6,17.2,0,0
CD de Lange,SCOT,2,8,7,27.0,0,171,8,2/17,21.37,6.33,20.2,0,0
DC Delany,Ireland,0,8,8,28.3,0,222,8,2/12,27.75,7.78,21.3,0,0
Faran Afzal,ESP,0,9,8,29.0,0,143,8,3/11,17.87,4.93,21.7,0,0
Fawad Alam,Pakisthan,3,24,6,15.0,0,95,8,3/7,11.87,6.33,11.2,0,0
H Fennell,Arg,0,5,5,12.0,1,57,8,4/12,7.12,4.75,9.0,1,0
SP Gauchan,NEPAL,1,9,8,30.0,0,169,8,3/9,21.12,5.63,22.5,0,0
SC Getkate,Ireland,0,14,14,35.0,0,323,8,2/15,40.37,9.22,26.2,0,0
JOA Gordon,CAN,6,7,7,25.5,0,184,8,3/14,23.0,7.12,19.3,0,0
K Gore,South Africa,0,4,4,16.0,2,70,8,3/5,8.75,4.37,12.0,0,0
H Gori,CZK-R,0,7,7,23.0,0,133,8,3/13,16.62,5.78,17.2,0,0
Z Groenewald,NAM,0,10,10,28.0,2,163,8,3/20,20.37,5.82,21.0,0,0
JR Hazlewood,Australia,3,7,7,28.0,0,269,8,4/30,33.62,9.6,21.0,1,0
L Hermida,Mex,0,5,5,18.0,1,94,8,3/20,11.75,5.22,13.5,0,0
Inam-ul-Haq,QAT,0,11,10,31.0,2,211,8,2/23,26.37,6.8,23.2,0,0
Junaid Khan,Pakisthan,3,9,9,27.0,0,236,8,3/24,29.5,8.74,20.2,0,0
P Khadka,NEPAL,5,30,23,51.0,2,323,8,2/11,40.37,6.33,38.2,0,0
P Kumar,India,4,10,10,26.0,1,193,8,2/14,24.12,7.42,19.5,0,0
RAS Lakmal,Sri Lanka,8,11,11,34.4,0,330,8,2/26,41.25,9.51,26.0,0,0
AV Lalcheta,OMAN,4,17,15,51.3,3,374,8,1/13,46.75,7.26,38.6,0,0
WK McCallan,Ireland,1,9,7,21.5,0,152,8,2/26,19.0,6.96,16.3,0,0
Mohammad Ashraful,Bangladesh,6,23,8,23.0,0,210,8,3/42,26.25,9.13,17.2,0,0
Mohamed Mahfooz,Mald,0,11,11,37.5,0,262,8,2/20,32.75,6.92,28.3,0,0
GBW Munaweera,QAT,0,5,5,18.0,0,132,8,2/18,16.5,7.33,13.5,0,0
AK Muslar,Blz,0,3,3,9.0,1,41,8,3/10,5.12,4.55,6.7,0,0
Nasrulla Rana,HKG,0,8,8,20.3,0,162,8,3/25,20.25,7.9,15.3,0,0
Nazmul Islam,Bangladesh,0,13,12,38.3,2,265,8,3/28,33.12,6.88,28.8,0,0
AR Nurse,West Indies,8,13,13,40.0,0,318,8,2/6,39.75,7.95,30.0,0,0
Rakibul Hasan,ITA,0,8,7,23.0,2,147,8,2/20,18.37,6.39,17.2,0,0
Rumman Raees,Pakisthan,2,8,8,28.5,2,220,8,2/24,27.5,7.63,21.6,0,0
R Satheesan,ROM,0,4,4,13.0,2,44,8,3/14,5.5,3.38,9.7,0,0
I Sharma,India,5,14,14,46.2,0,400,8,2/34,50.0,8.63,34.7,0,0
TAM Siriwardana,Sri Lanka,2,22,13,23.0,0,206,8,2/17,25.75,8.95,17.2,0,0
A Symonds,Australia,4,14,12,30.5,0,277,8,2/14,34.62,8.98,23.1,0,0
P Taylor,CZK-R,0,7,6,18.0,0,144,8,4/28,18.0,8.0,13.5,1,0
SN Thakur,India,0,7,7,27.3,0,242,8,4/27,30.25,8.8,20.6,1,0
RJ Trott,Bermuda,11,15,13,38.3,0,277,8,2/15,34.62,7.19,28.8,0,0
R van der Merwe,Arg,0,5,5,13.0,2,62,8,3/9,7.75,4.76,9.7,0,0
JJ van der Wath,South Africa,1,8,8,31.0,0,231,8,2/31,28.87,7.45,23.2,0,0
TC Vine,ESP,0,6,6,15.0,0,105,8,4/28,13.12,7.0,11.2,1,0
C Waiswa,UGA,0,4,4,14.0,0,115,8,4/38,14.37,8.21,10.5,1,0
Waqar Khan,Peru,0,4,4,13.0,0,86,8,3/21,10.75,6.61,9.7,0,0
Abdul-Shakoor Rahimzei,GER,0,7,6,15.3,0,101,7,2/10,14.42,6.51,13.2,0,0
Bashir Shah,DEN,0,4,4,14.0,0,76,7,3/14,10.85,5.42,12.0,0,0
JP Behrendorff,Australia,2,7,6,16.0,0,117,7,4/21,16.71,7.31,13.7,1,0
D Bishoo,West Indies,8,7,7,20.1,1,137,7,4/17,19.57,6.79,17.2,1,0
M de Lange,South Africa,3,6,6,23.2,0,228,7,2/26,32.57,9.77,20.0,0,0
Delawar Khan,DEN,0,9,7,20.0,1,129,7,2/21,18.42,6.45,17.1,0,0
JL Denly,England,10,10,5,11.0,0,85,7,4/19,12.14,7.72,9.4,1,0
G Goudie,SCOT,3,9,9,24.5,0,224,7,3/22,32.0,9.02,21.2,0,0
Habib Ahmadzai,Aut,0,5,5,14.0,1,96,7,4/12,13.71,6.85,12.0,1,0
AS Hansra,CAN,1,8,6,15.0,0,94,7,2/13,13.42,6.26,12.8,0,0
JW Hastings,Australia,6,9,9,31.0,0,247,7,3/14,35.28,7.96,26.5,0,0
MJ Henry,New Zealand,3,6,6,22.0,1,191,7,3/44,27.28,8.68,18.8,0,0
Hirenkumar Patel,Chile,0,4,4,15.0,0,82,7,4/21,11.71,5.46,12.8,1,0
GB Hogg,Australia,8,15,15,49.0,1,373,7,2/31,53.28,7.61,42.0,0,0
Ibrarul Haq,Saudi,0,5,5,17.0,0,116,7,3/28,16.57,6.82,14.5,0,0
Imran Ali,KUW,0,4,4,15.0,0,136,7,3/16,19.42,9.06,12.8,0,0
Imran Haider,UAE,3,11,11,31.0,0,250,7,1/16,35.71,8.06,26.5,0,0
Jasdeep Singh,South Africa,0,4,4,14.0,1,140,7,2/18,20.0,10.0,12.0,0,0
LM Jongwe,Zimbabwe,1,8,7,21.2,0,211,7,2/24,30.14,9.89,18.2,0,0
Junaid Siddique,UAE,0,8,8,26.2,1,179,7,2/34,25.57,6.79,22.5,0,0
S Randiv,Sri Lanka,1,7,7,21.0,0,139,7,3/20,19.85,6.61,18.0,0,0
NR Kumar,CAN,7,18,10,26.0,0,160,7,2/18,22.85,6.15,22.2,0,0
JB Little,Ireland,3,11,11,40.4,0,367,7,2/20,52.42,9.02,34.8,0,0
MF Maharoof,Sri Lanka,10,8,8,27.0,0,199,7,2/18,28.42,7.37,23.1,0,0
NA Maiolo,ITA,0,8,7,28.0,0,152,7,2/8,21.71,5.42,24.0,0,0
CS Martin,New Zealand,1,6,6,23.0,1,193,7,2/14,27.57,8.39,19.7,0,0
ZE Matsinhe,Moz,0,7,5,16.0,0,101,7,3/27,14.42,6.31,13.7,0,0
Muslim Yar,GER,0,7,7,19.0,1,119,7,2/17,17.0,6.26,16.2,0,0
CT Mutombodzi,Zimbabwe,6,13,9,26.0,0,188,7,2/12,26.85,7.23,22.2,0,0
A Nanda,LUX,0,3,3,7.2,0,47,7,5/6,6.71,6.4,6.2,0,1
Nasir Hossain,Bangladesh,5,31,11,29.5,0,262,7,2/26,37.42,8.78,25.5,0,0
Naveen-ul-Haq,Afganisthan,0,4,4,15.0,0,102,7,3/24,14.57,6.8,12.8,0,0
R Panchal,ESP,0,9,9,28.0,1,139,7,3/22,19.85,4.96,24.0,0,0
SR Patel,England,2,18,15,42.0,0,321,7,2/6,45.85,7.64,36.0,0,0
A Rangaswamy,Botsw,0,4,4,9.4,1,83,7,4/21,11.85,8.58,8.2,1,0
JB Reva,Papua New Guinea,4,9,8,21.1,0,148,7,2/11,21.14,6.99,18.1,0,0
MJ Ross,ITA,0,8,7,19.0,0,120,7,4/15,17.14,6.31,16.2,1,0
Sayed Shirzad,Afganisthan,4,4,4,15.0,1,116,7,3/16,16.57,7.73,12.8,0,0
B Shikongo,NAM,0,11,10,23.0,0,131,7,2/4,18.71,5.69,19.7,0,0
DR Smith,West Indies,9,33,11,23.4,0,212,7,3/24,30.28,8.95,20.2,0,0
M Spry,Peru,0,4,4,10.0,0,62,7,4/8,8.85,6.2,8.5,1,0
S Sreesanth,India,2,10,9,34.0,2,288,7,2/12,41.14,8.47,29.1,0,0
JTS Sumerauer,JER,0,8,8,20.1,0,155,7,2/10,22.14,7.68,17.2,0,0
T Thushara,Sri Lanka,2,6,6,22.0,0,179,7,2/37,25.57,8.13,18.8,0,0
JC Tredwell,England,2,17,15,52.5,0,416,7,1/16,59.42,7.87,45.2,0,0
BM Wheeler,New Zealand,1,6,6,21.2,0,216,7,2/16,30.85,10.12,18.2,0,0
CR Woakes,England,4,8,8,27.0,0,253,7,2/40,36.14,9.37,23.1,0,0
M Abdulla,West Indies,0,5,3,12.0,0,76,6,3/25,12.66,6.33,12.0,0,0
Abdullah Akbarjan,Aut,0,5,4,13.0,0,72,6,3/20,12.0,5.53,13.0,0,0
IKO Aboagye,Ghana,0,4,4,14.0,0,83,6,3/26,13.83,5.92,14.0,0,0
Abu Hider,Bangladesh,2,13,12,36.0,0,330,6,2/40,55.0,9.16,36.0,0,0
VD Adewoye,NGA,0,7,7,16.2,1,135,6,4/18,22.5,8.26,16.3,1,0
CM Akachukwu,NGA,0,8,8,18.2,0,151,6,2/34,25.16,8.23,18.3,0,0
Aminul Islam,Bangladesh,0,4,4,14.0,0,98,6,2/18,16.33,7.0,14.0,0,0
Amir Hayat,UAE,1,4,4,14.0,0,103,6,2/16,17.16,7.35,14.0,0,0
WD Balaji Rao,CAN,0,4,4,14.0,0,107,6,3/21,17.83,7.64,14.0,0,0
TL Best,West Indies,1,6,6,20.0,0,154,6,3/18,25.66,7.7,20.0,0,0
JAR Blain,SCOT,1,6,5,20.0,0,108,6,2/23,18.0,5.4,20.0,0,0
NM Carter,SCOT,0,7,7,26.0,1,168,6,2/27,28.0,6.46,26.0,0,0
JW Chilia,VAN,0,14,13,47.2,0,315,6,1/21,52.5,6.65,47.3,0,0
MJ Clarke,Australia,5,34,15,26.0,0,225,6,1/2,37.5,8.65,26.0,0,0
MNR Cooray,Mald,0,4,4,16.0,0,99,6,3/26,16.5,6.18,16.0,0,0
SM Curran,England,0,5,5,18.0,0,153,6,2/22,25.5,8.5,18.0,0,0
F Damiao Couana,Moz,0,7,5,18.5,2,118,6,3/10,19.66,6.26,18.8,0,0
S Davizi,CZK-R,0,2,2,4.2,0,23,6,4/15,3.83,5.3,4.3,1,0
S Dhaniram,CAN,2,11,11,33.4,1,192,6,2/9,32.0,5.7,33.6,0,0
M Faheem,THAI,0,4,4,14.0,0,103,6,2/20,17.16,7.35,14.0,0,0
Farhad Reza,Bangladesh,8,13,11,26.0,0,261,6,2/34,43.5,10.03,26.0,0,0
S Hirugade,Mex,0,6,5,13.3,0,92,6,4/16,15.33,6.81,13.5,1,0
Irfan Bhima,West Indies,0,4,4,15.0,3,51,6,3/14,8.5,3.4,15.0,0,0
S Kaveri,Mex,0,7,5,13.0,0,70,6,2/10,11.66,5.38,13.0,0,0
MR Marsh,Australia,7,11,9,19.0,0,156,6,2/6,26.0,8.21,19.0,0,0
JL Martel,GUE,0,3,3,11.0,0,59,6,3/15,9.83,5.36,11.0,0,0
CAJ Meschede,GER,0,5,5,20.0,0,115,6,2/11,19.16,5.75,20.0,0,0
M Mooketsi,Botsw,0,7,7,25.0,0,197,6,2/31,32.83,7.88,25.0,0,0
A Morris,Caym,0,6,6,22.0,1,114,6,2/17,19.0,5.18,22.0,0,0
JM Muirhead,Australia,0,5,5,15.0,0,109,6,2/13,18.16,7.26,15.0,0,0
T Muzarabani,Zimbabwe,1,9,9,30.0,0,280,6,2/31,46.66,9.33,30.0,0,0
M Ntini,South Africa,6,10,10,32.0,0,298,6,2/22,49.66,9.31,32.0,0,0
IE O'Brien,New Zealand,0,4,4,13.0,0,116,6,2/30,19.33,8.92,13.0,0,0
SNJ O'Keefe,Australia,1,7,7,19.0,0,149,6,3/29,24.83,7.84,19.0,0,0
IO Okpe,NGA,0,8,8,20.5,1,188,6,2/17,31.33,9.02,20.8,0,0
SA Okpe,NGA,0,8,7,12.2,0,94,6,2/22,15.66,7.62,12.3,0,0
BA Pai,GIBR,0,4,4,15.0,0,82,6,3/14,13.66,5.46,15.0,0,0
KA Reynolds,Blz,0,3,3,11.0,0,60,6,3/26,10.0,5.45,11.0,0,0
Rokhan Barakzai,Afganisthan,0,3,3,10.0,0,75,6,2/21,12.5,7.5,10.0,0,0
JE Root,England,7,32,9,14.0,0,139,6,2/9,23.16,9.92,14.0,0,0
Sabbir Rahman,Bangladesh,5,44,8,11.1,0,70,6,3/11,11.66,6.26,11.1,0,0
Sagar Pun,NEPAL,1,9,8,23.3,0,131,6,3/26,21.83,5.57,23.5,0,0
NA Saini,India,0,5,5,17.0,1,137,6,3/17,22.83,8.05,17.0,0,0
E Schiferli,NL,2,7,6,23.0,0,146,6,3/23,24.33,6.34,23.0,0,0
PH Shamdasani,Peru,0,4,4,12.0,1,70,6,2/8,11.66,5.83,12.0,0,0
MM Sharma,India,1,8,8,23.0,0,185,6,2/28,30.83,8.04,23.0,0,0
Shoaib Qureshi,Fin,0,5,5,13.4,0,109,6,2/22,18.16,7.97,13.6,0,0
Sidhant Singh,SGP,0,8,8,23.0,0,216,6,2/27,36.0,9.39,23.0,0,0
LMP Simmons,West Indies,12,49,3,6.0,0,55,6,4/19,9.16,9.16,6.0,1,0
TB Sole,SCOT,0,9,6,21.0,0,137,6,2/15,22.83,6.52,21.0,0,0
Soumya Sarkar,Bangladesh,4,46,13,23.3,0,249,6,2/29,41.5,10.59,23.5,0,0
BB Sran,India,0,2,2,8.0,1,41,6,4/10,6.83,5.12,8.0,1,0
Tariq Aziz,PORT,0,4,4,16.0,0,70,6,3/20,11.66,4.37,16.0,0,0
WPUJC Vaas,Sri Lanka,1,6,6,22.0,1,128,6,2/14,21.33,5.81,22.0,0,0
JDF Vandersay,Sri Lanka,4,10,10,35.0,1,262,6,2/26,43.66,7.48,35.0,0,0
Waheed Ahmed,UAE,0,10,10,27.0,0,198,6,3/21,33.0,7.33,27.0,0,0
KS Williamson,New Zealand,8,57,12,19.4,0,164,6,2/16,27.33,8.33,19.6,0,0
Zeshan Arif,Aut,0,4,3,7.5,0,49,6,4/10,8.16,6.25,7.8,1,0
Abdul Wahid,Saudi,0,5,5,17.0,0,117,5,2/21,23.4,6.88,20.4,0,0
CN Ackermann,NL,0,11,10,25.0,0,147,5,1/6,29.4,5.88,30.0,0,0
Ameel Mauroof,Mald,0,10,10,23.0,0,173,5,2/13,34.6,7.52,27.6,0,0
Amjad Sher,Fin,0,5,5,18.0,2,88,5,2/22,17.6,4.88,21.6,0,0
R Ankad,Mex,0,8,8,23.4,1,178,5,3/22,35.6,7.52,28.4,0,0
Anshuman Rath,HKG,2,20,13,33.0,0,264,5,3/6,52.8,8.0,39.6,0,0
Arshad Hayat,CZK-R,0,6,5,10.0,0,103,5,2/15,20.6,10.3,12.0,0,0
Babar Ali,BAH,0,3,3,9.0,0,70,5,2/18,14.0,7.77,10.8,0,0
V Baskaran,SGP,0,12,12,36.0,2,245,5,2/22,49.0,6.8,43.2,0,0
S Bhari,NEPAL,0,6,6,18.0,0,113,5,2/22,22.6,6.27,21.6,0,0
Bilawal Bhatti,Pakisthan,2,9,9,26.0,0,255,5,2/36,51.0,9.8,31.2,0,0
DR Briggs,England,2,7,6,18.0,0,199,5,2/25,39.8,11.05,21.6,0,0
KJ Coetzer,SCOT,11,58,5,11.0,0,71,5,3/25,14.2,6.45,13.2,0,0
H Dandapani,Fin,0,5,5,15.0,0,90,5,2/6,18.0,6.0,18.0,0,0
LA Dawson,England,2,6,6,20.0,0,152,5,3/27,30.4,7.6,24.0,0,0
DM de Silva,Sri Lanka,4,13,7,15.0,0,100,5,2/22,20.0,6.66,18.0,0,0
AC Douglas,Bermuda,0,10,2,4.2,0,30,5,5/18,6.0,6.92,5.2,0,1
A Flintoff,England,2,7,7,25.0,0,161,5,2/23,32.2,6.44,30.0,0,0
R Frylinck,South Africa,1,3,3,10.0,0,62,5,2/20,12.4,6.2,12.0,0,0
GC Galanis,"",0,2,2,4.2,0,32,5,3/32,6.4,7.38,5.2,0,0
WT Gavera,Papua New Guinea,2,6,6,17.0,1,113,5,3/17,22.6,6.64,20.4,0,0
DAS Gunaratne,Sri Lanka,1,12,10,24.5,0,204,5,1/11,40.8,8.21,29.8,0,0
MD Gunathilaka,Sri Lanka,3,21,9,15.4,0,128,5,2/3,25.6,8.17,18.8,0,0
AM Guruge,UAE,1,5,5,16.0,0,125,5,2/18,25.0,7.81,19.2,0,0
J Hurley,Arg,0,3,3,10.0,0,33,5,3/13,6.6,3.3,12.0,0,0
Imran Anwar,BAH,0,4,4,16.0,0,134,5,2/24,26.8,8.37,19.2,0,0
MS Kasprowicz,Australia,0,2,2,7.0,0,57,5,4/29,11.4,8.14,8.4,1,0
VJ Kingma,NL,3,4,4,14.4,0,142,5,2/47,28.4,9.68,17.6,0,0
SC Kuggeleijn,New Zealand,0,9,9,26.5,0,260,5,2/38,52.0,9.68,32.2,0,0
R Kumar,ROM,0,4,3,12.0,0,98,5,2/28,19.6,8.16,14.4,0,0
