MN van Wyk,South Africa,8,8,7,1,225,114,37.5,157,143.31,1,1,0,19,14
CAK Walton,West Indies,4,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11
DG Blampied,JER,0,17,15,6,221,43,24.55,222,99.54,0,0,1,14,0
Sohaib Maqsood,Pakisthan,3,20,18,2,221,37,13.81,201,109.95,0,0,2,15,8
H Patel,CAN,3,11,11,1,220,88,22.0,218,100.91,0,1,2,19,2
TG Southee,New Zealand,11,66,30,12,220,39,12.22,150,146.66,0,0,4,14,15
AD Poynter,Ireland,4,19,14,3,219,57,19.9,184,119.02,0,1,1,21,8
Tanwir Afzal,HKG,2,21,18,2,219,56,13.68,173,126.58,0,1,4,9,15
TT Bresnan,England,8,34,22,9,216,47,16.61,170,127.05,0,0,3,16,6
CJ Jordan,England,5,43,25,11,216,36,15.42,166,130.12,0,0,2,16,11
DO Obuya,KENYA,5,10,10,2,216,65,27.0,228,94.73,0,2,1,22,4
MJG Rippon,NL,5,18,11,4,216,42,30.85,192,112.5,0,0,2,15,3
KMDN Kulasekara,Sri Lanka,9,58,30,9,215,31,10.23,184,116.84,0,0,4,14,7
EMDY Munaweera,Sri Lanka,5,13,13,1,215,53,17.91,164,131.09,0,1,1,25,7
B Ward,JER,0,13,12,3,215,58,23.88,160,134.37,0,1,1,8,15
S Prasanna,Sri Lanka,4,20,20,6,214,37,15.28,161,132.91,0,0,0,13,13
S Wickramasekara,CZK-R,0,5,5,2,214,104,71.33,104,205.76,1,1,0,17,19
RG Aga,KENYA,5,20,18,2,213,52,13.31,196,108.67,0,1,0,15,5
Haroon Arshad,HKG,0,10,10,3,211,68,30.14,154,137.01,0,1,0,15,7
Haris Sohail,Pakisthan,6,14,13,2,210,52,19.09,204,102.94,0,2,1,16,3
CA Ingram,South Africa,2,9,9,1,210,78,26.25,162,129.62,0,1,1,23,7
Khurram Nawaz,OMAN,2,18,13,3,210,58,21.0,179,117.31,0,1,0,11,10
Bilal Zalmai,Aut,0,5,4,1,208,111,69.33,109,190.82,1,0,0,16,16
Ghulam Shabber,UAE,3,17,14,3,208,58,18.9,182,114.28,0,1,0,24,4
BBJL Perera,ITA,0,8,7,1,208,67,34.66,144,144.44,0,1,0,23,8
BMAJ Mendis,Sri Lanka,7,22,15,4,207,43,18.81,174,118.96,0,0,1,18,6
JJ Smit,NAM,0,12,10,2,206,59,25.75,128,160.93,0,1,0,10,14
DL Vettori,New Zealand,7,34,22,6,205,38,12.81,190,107.89,0,0,3,14,2
JM Kemp,South Africa,2,8,7,3,203,89,50.75,160,126.87,0,1,0,17,10
DS Smith,West Indies,2,6,6,0,203,61,33.83,161,126.08,0,2,0,22,5
Ahmed Faiz,MAL,0,10,10,1,202,45,22.44,179,112.84,0,0,0,14,6
JJ Atkinson,HKG,2,13,12,0,202,53,16.83,187,108.02,0,1,3,22,6
R Gunasekera,CAN,1,8,8,0,202,65,25.25,188,107.44,0,1,0,23,4
J Botha,South Africa,6,40,20,9,201,34,18.27,165,121.81,0,0,1,15,9
J Butler,GUE,0,9,8,1,201,65,28.71,214,93.92,0,1,0,20,1
KS Leverock,Bermuda,0,12,12,2,201,43,20.1,165,121.81,0,0,3,16,11
DM Gondaria,KENYA,6,11,9,2,199,85,28.42,157,126.75,0,1,0,12,6
R Panchal,ESP,0,9,8,3,199,71,39.8,185,107.56,0,1,0,9,7
Sompal Kami,NEPAL,5,28,19,6,198,40,15.23,176,112.5,0,0,1,15,7
Sohail Tanvir,Pakisthan,10,57,25,8,196,41,11.52,164,119.51,0,0,2,16,9
Yasir Ali,ESP,0,9,9,3,196,57,32.66,183,107.1,0,1,1,11,9
Aarif Sheikh,NEPAL,1,11,10,2,194,39,24.25,181,107.18,0,0,0,18,4
Fawad Alam,Pakisthan,3,24,17,6,194,28,17.63,169,114.79,0,0,1,7,7
Asad Shafiq,Pakisthan,2,10,10,0,192,38,19.2,185,103.78,0,0,0,19,2
S Davizi,CZK-R,0,2,2,0,192,101,96.0,133,144.36,1,1,0,14,10
Mukhtar Ahmed,Pakisthan,0,6,6,0,192,83,32.0,134,143.28,0,2,0,23,5
R Rohan,SGP,0,10,10,0,191,49,19.1,156,122.43,0,0,1,23,6
Ahmed Hassan,Mald,0,11,10,0,189,53,18.9,192,98.43,0,1,0,18,2
SR Patel,England,2,18,14,2,189,67,15.75,173,109.24,0,1,2,17,5
IR Bell,England,8,8,8,1,188,60,26.85,163,115.33,0,1,0,23,2
CD McMillan,New Zealand,2,8,7,1,187,57,31.16,117,159.82,0,1,0,8,14
SP Patil,UAE,2,18,13,0,187,37,14.38,218,85.77,0,0,3,16,4
JDS Neesham,New Zealand,7,18,15,4,185,42,16.81,131,141.22,0,0,1,19,8
Umar Adam,Mald,0,11,10,1,185,53,20.55,149,124.16,0,1,1,19,6
BJ Hodge,Australia,7,15,11,4,183,36,26.14,144,127.08,0,0,0,9,7
XM Marshall,West Indies,11,13,13,0,183,36,14.07,185,98.91,0,0,2,13,6
Mosaddek Hossain,Bangladesh,3,14,13,4,183,34,20.33,173,105.78,0,0,1,10,5
Mohammad Rizwan,Pakisthan,4,16,13,2,180,33,16.36,184,97.82,0,0,1,14,2
C Tommy,VAN,0,12,11,0,180,47,16.36,191,94.24,0,0,2,6,8
CAJ Meschede,GER,0,5,5,1,179,67,44.75,115,155.65,0,1,1,9,14
Nazimuddin,Bangladesh,1,7,7,0,178,81,25.42,158,112.65,0,1,2,13,10
Kaleem Shah,Moz,0,7,7,1,176,72,29.33,170,103.52,0,1,1,21,4
Mohammad Naveed,UAE,4,31,24,10,176,27,12.57,147,119.72,0,0,3,17,8
MR Marsh,Australia,7,11,11,3,175,36,21.87,151,115.89,0,0,0,7,9
LPC Silva,Sri Lanka,5,16,15,2,175,38,13.46,177,98.87,0,0,0,19,3
NN Odhiambo,KENYA,6,24,20,2,174,41,9.66,177,98.3,0,0,3,17,4
L Vincent,New Zealand,1,9,9,0,174,42,19.33,174,100.0,0,0,1,17,3
Karan KC,NEPAL,4,25,16,5,173,40,15.72,126,137.3,0,0,2,9,12
Nouman Sarwar,QAT,0,14,9,6,172,47,57.33,128,134.37,0,0,1,16,6
IK Pathan,India,6,24,14,7,172,33,24.57,144,119.44,0,0,0,9,7
HAM Shah,DEN,0,9,8,0,172,40,21.5,168,102.38,0,0,0,18,2
GD Elliott,New Zealand,8,17,15,4,171,27,15.54,157,108.91,0,0,0,12,2
Simi Singh,Ireland,1,18,17,2,169,57,11.26,144,117.36,0,1,5,12,6
M Vijay,India,5,9,9,0,169,48,18.77,154,109.74,0,0,1,13,8
ME Trescothick,England,1,3,3,0,166,72,55.33,131,126.71,0,2,0,23,1
DJ Willey,England,4,28,19,7,166,29,13.83,126,131.74,0,0,1,8,10
Umar Gul,Pakisthan,9,60,27,9,165,32,9.16,156,105.76,0,0,6,11,10
Tarun Sharma,Mex,0,8,8,1,164,49,23.42,160,102.5,0,0,1,12,6
TN de Grooth,NL,5,15,13,5,163,49,20.37,155,105.16,0,0,0,16,1
RA Jadeja,India,10,46,22,8,163,25,11.64,165,98.78,0,0,2,7,4
TWM Latham,New Zealand,5,13,10,0,163,39,16.3,157,103.82,0,0,0,12,2
PD Hennessy,ESP,0,8,7,0,162,71,23.14,132,122.72,0,1,1,11,7
H Davids,South Africa,1,9,9,0,161,68,17.88,134,120.14,0,2,2,18,4
NMS Param,SGP,0,8,7,2,160,72,32.0,118,135.59,0,1,0,12,6
RW Chakabva,Zimbabwe,11,12,12,1,159,48,14.45,134,118.65,0,0,4,12,7
JP Faulkner,Australia,5,24,18,7,159,41,14.45,138,115.21,0,0,0,7,5
MC Henriques,Australia,8,11,8,3,159,62,31.8,122,130.32,0,2,0,8,7
Junaid Siddique,Bangladesh,5,7,7,0,159,71,22.71,108,147.22,0,1,1,16,7
A Mansale,VAN,0,14,14,0,159,38,11.35,151,105.29,0,0,4,14,5
Mohamed Arief,MAL,0,5,5,1,159,52,39.75,114,139.47,0,1,0,18,4
RR Watson,SCOT,3,10,9,0,159,54,17.66,141,112.76,0,1,1,22,1
JL Ontong,South Africa,7,14,10,0,158,48,15.8,109,144.95,0,0,1,6,11
Mudassar Bukhari,NL,8,38,26,8,157,28,8.72,152,103.28,0,0,1,10,4
HL Carlyon,JER,0,9,8,0,156,50,19.5,131,119.08,0,1,1,21,3
H Klaasen,South Africa,1,9,9,2,156,69,22.28,107,145.79,0,1,0,8,11
SP Narine,West Indies,7,51,23,8,155,30,10.33,138,112.31,0,0,2,13,5
NA Greenwood,JER,0,8,8,0,154,43,19.25,128,120.31,0,0,1,15,2
MR Adair,Ireland,0,17,14,4,152,38,15.2,118,128.81,0,0,1,8,7
NG Collins,Fin,0,5,5,0,151,56,30.2,164,92.07,0,2,0,10,0
HD Rutherford,New Zealand,6,8,7,0,151,62,21.57,105,143.8,0,1,1,12,9
NM Coulter-Nile,Australia,6,28,15,4,150,34,13.63,120,125.0,0,0,3,10,10
Iftikhar Ahmed,Pakisthan,3,6,6,4,150,62,75.0,104,144.23,0,1,0,14,4
Rashid Khan,Afganisthan,4,45,22,11,149,33,13.54,124,120.16,0,0,4,9,9
VB Chikkannaiah,GER,0,7,7,1,148,70,24.66,167,88.62,0,1,0,10,2
WIA Fernando,Sri Lanka,0,10,10,0,148,37,14.8,156,94.87,0,0,1,9,3
O Bascome,Bermuda,0,11,11,0,147,37,13.36,147,100.0,0,0,1,12,8
CD Wallace,SCOT,7,19,14,6,146,27,18.25,122,119.67,0,0,1,14,2
Karim Janat,Afganisthan,3,21,13,2,145,26,13.18,140,103.57,0,0,2,11,6
Wahab Riaz,Pakisthan,11,31,17,6,145,30,13.18,118,122.88,0,0,2,10,6
M Klinger,Australia,0,3,3,0,143,62,47.66,112,127.67,0,1,0,12,2
Mohammad Naim,Bangladesh,0,3,3,0,143,81,47.66,107,133.64,0,1,0,17,3
Ehsan Khan,HKG,3,15,10,6,142,42,35.5,128,110.93,0,0,0,9,7
KMA Paul,West Indies,1,18,12,5,142,29,20.28,123,115.44,0,0,0,8,8
Umar Amin,Pakisthan,5,14,9,0,142,47,15.77,123,115.44,0,0,3,15,4
Faran Afzal,ESP,0,9,8,1,141,59,20.14,140,100.71,0,1,0,11,6
Sarfaraz Ali,BAH,0,4,4,0,141,59,35.25,87,162.06,0,1,0,17,8
S Periyalwar,ROM,0,4,4,2,140,105,70.0,91,153.84,1,0,1,15,6
GD Phillips,New Zealand,1,11,10,1,140,56,15.55,140,100.0,0,1,0,9,5
S Pokhriyal,CZK-R,0,5,4,0,140,79,35.0,131,106.87,0,1,0,23,2
Riazat Ali Shah,UGA,0,4,4,2,140,53,70.0,108,129.62,0,1,0,8,8
AC Voges,Australia,6,7,5,2,139,51,46.33,114,121.92,0,1,0,8,2
AC Douglas,Bermuda,0,10,9,1,138,47,17.25,131,105.34,0,0,0,10,8
LB Ferbrache,GUE,0,9,8,0,138,55,17.25,142,97.18,0,1,0,6,3
IJL Trott,England,3,7,7,1,138,51,23.0,144,95.83,0,1,0,9,3
KD Mills,New Zealand,9,42,19,7,137,33,11.41,123,111.38,0,0,4,11,5
HH Patel,West Indies,0,7,6,1,137,44,27.4,104,131.73,0,0,0,17,3
R Tari,VAN,0,14,14,5,137,28,15.22,117,117.09,0,0,2,6,5
DF Watts,SCOT,5,11,9,0,137,46,15.22,127,107.87,0,0,2,13,3
AR White,Ireland,4,18,12,6,137,29,22.83,128,107.03,0,0,0,12,2
Yusuf Ebrahim,PNM,0,3,3,1,137,72,68.5,97,141.23,0,1,0,14,5
MP Stoinis,Australia,4,19,14,5,136,33,15.11,117,116.23,0,0,1,14,2
Faisal Khan,Saudi,0,4,4,1,134,83,44.66,56,239.28,0,1,1,13,10
N Pathan,THAI,0,4,4,1,134,54,44.66,106,126.41,0,1,0,8,7
Faheem Ashraf,Pakisthan,2,27,18,6,133,21,11.08,110,120.9,0,0,4,7,8
CH Morris,South Africa,7,23,13,4,133,55,14.77,102,130.39,0,1,3,12,5
Awais Ahmed,ESP,0,9,4,2,131,102,65.5,101,129.7,1,0,0,6,6
GEF Barnett,CAN,2,5,5,1,131,36,32.75,136,96.32,0,0,0,16,0
PBB Rajapaksa,Sri Lanka,0,5,5,1,131,77,32.75,95,137.89,0,1,0,7,9
AC Botha,Ireland,2,14,11,1,130,38,13.0,141,92.19,0,0,2,12,1
DDP D'Silva,UAE,0,10,8,4,130,29,32.5,146,89.04,0,0,1,9,0
SS McKechnie,HKG,0,10,10,3,130,44,18.57,137,94.89,0,0,1,9,1
Naeem Islam,Bangladesh,5,10,10,1,130,28,14.44,114,114.03,0,0,0,8,7
CT Mutombodzi,Zimbabwe,6,13,12,3,129,32,14.33,133,96.99,0,0,2,9,2
SL Malinga,Sri Lanka,13,79,30,12,128,27,7.11,153,83.66,0,0,6,9,4
Mirwais Ashraf,Afganisthan,6,25,19,8,128,28,11.63,115,111.3,0,0,2,5,8
HR Walsh,West Indies,0,13,9,1,128,28,16.0,129,99.22,0,0,0,8,3
CK Coventry,Zimbabwe,5,13,12,2,127,30,12.7,90,141.11,0,0,2,14,6
PG Fulton,New Zealand,6,12,12,1,127,25,11.54,140,90.71,0,0,2,7,6
MA Ouma,KENYA,6,22,19,1,127,19,7.05,160,79.37,0,0,3,15,1
MJ Prior,England,3,10,8,2,127,32,21.16,100,127.0,0,0,1,11,5
MWR Stokes,GUE,0,9,7,0,127,29,18.14,152,83.55,0,0,0,10,0
Najjam Shahzad,PORT,0,4,3,2,126,53,126.0,97,129.89,0,1,0,4,10
AJ Redmond,New Zealand,1,7,6,0,126,63,21.0,84,150.0,0,1,0,19,2
JT Smuts,South Africa,1,8,8,0,126,45,15.75,114,110.52,0,0,1,14,5
AT Carey,Australia,1,25,13,4,125,37,13.88,101,123.76,0,0,0,10,4
Amir Mangal,GER,0,9,9,3,124,40,20.66,78,158.97,0,0,0,10,8
Mohammed Asghar,KUW,0,4,4,0,124,45,31.0,91,136.26,0,0,0,13,5
S Muniandy,MAL,0,15,13,4,124,27,13.77,103,120.38,0,0,2,7,7
BA Pai,GIBR,0,4,4,0,124,52,31.0,141,87.94,0,1,0,6,1
RJ Peterson,South Africa,8,21,12,4,124,34,15.5,113,109.73,0,0,1,13,2
R Ashwin,India,7,46,11,7,123,31,30.75,115,106.95,0,0,0,14,1
AD Mascarenhas,England,2,14,13,5,123,31,15.37,100,123.0,0,0,3,8,5
SM Sharif,SCOT,7,42,18,9,123,26,13.66,100,123.0,0,0,2,8,3
AW Hawkins-Kay,JER,0,16,13,5,122,27,15.25,136,89.7,0,0,1,8,0
KM Jadhav,India,2,9,6,0,122,58,20.33,99,123.23,0,1,0,12,3
Muhamad Syahadat,MAL,0,10,9,3,122,41,20.33,102,119.6,0,0,0,9,6
CN Onwuzulike,NGA,0,9,9,1,122,46,15.25,126,96.82,0,0,2,5,5
Shadab Khan,Pakisthan,2,38,14,5,122,29,13.55,96,127.08,0,0,2,6,6
DAJ Bracewell,New Zealand,8,18,10,5,121,44,24.2,83,145.78,0,0,2,6,9
KH Pandya,India,1,18,9,4,121,26,24.2,92,131.52,0,0,0,8,6
DR Martyn,Australia,1,4,4,0,120,96,30.0,74,162.16,0,1,0,11,5
Imrul Kayes,Bangladesh,7,14,13,0,119,36,9.15,134,88.8,0,0,4,14,3
AA Onikoyi,NGA,0,9,8,0,119,49,14.87,144,82.63,0,0,1,8,4
SCJ Broad,England,8,56,26,10,118,18,7.37,118,100.0,0,0,2,7,3
Sajid Cheema,Saudi,0,5,5,0,118,47,23.6,97,121.64,0,0,0,12,5
JE Taylor,West Indies,12,30,15,6,118,21,13.11,92,128.26,0,0,1,10,6
Mehran Khan,OMAN,4,19,13,2,117,29,10.63,106,110.37,0,0,1,7,5
Mohammad Mithun,Bangladesh,5,14,10,0,117,47,11.7,125,93.6,0,0,2,9,4
Naseem Khushi,OMAN,2,10,8,2,117,29,19.5,77,151.94,0,0,2,6,8
H Singh,GER,0,7,6,3,117,44,39.0,102,114.7,0,0,0,6,3
Ziaur Rahman,Bangladesh,2,14,12,3,117,40,13.0,91,128.57,0,0,3,3,10
Aritra Dutta,SGP,0,8,8,0,116,33,14.5,114,101.75,0,0,0,8,5
Shahzaib Hasan,Pakisthan,1,10,10,0,116,35,11.6,130,89.23,0,0,3,13,3
K Motlhanka,Botsw,0,7,7,0,115,59,16.42,123,93.49,0,1,0,11,2
Sami Sohail,West Indies,0,7,5,4,115,33,115.0,97,118.55,0,0,0,10,2
K Dasan,"",0,3,3,0,114,74,38.0,108,105.55,0,1,0,10,2
S Kaveri,Mex,0,7,6,1,114,43,22.8,146,78.08,0,0,0,9,1
WD Parnell,South Africa,8,40,13,9,114,29,28.5,96,118.75,0,0,0,10,3
Chirag Suri,UAE,1,7,7,1,113,44,18.83,121,93.38,0,0,0,10,2
DL Maddy,England,0,4,4,0,113,50,28.25,80,141.25,0,1,0,12,3
M Abdulla,West Indies,0,5,5,2,112,42,37.33,100,112.0,0,0,0,11,2
Fiaz Ahmed,BAH,0,4,4,2,112,62,56.0,72,155.55,0,1,1,6,8
SP Khakurel,NEPAL,1,8,8,0,112,56,14.0,139,80.57,0,1,0,10,1
JS Malhotra,South Africa,0,6,6,0,112,38,18.66,104,107.69,0,0,0,12,2
Mohammad Boota,UAE,0,16,12,4,112,20,14.0,100,112.0,0,0,1,7,5
Mudassar Muhammad,GER,0,7,7,0,112,30,16.0,135,82.96,0,0,0,5,3
AP Devcich,New Zealand,1,4,4,0,111,59,27.75,79,140.5,0,1,0,17,2
JO Holder,West Indies,5,17,11,2,111,26,12.33,84,132.14,0,0,2,10,4
Imran Ali Butt,BAH,0,4,4,0,111,58,27.75,101,109.9,0,2,2,5,6
JNK Shannon,Ireland,5,8,8,0,111,60,13.87,84,132.14,0,1,1,12,5
SP Fleming,New Zealand,1,5,5,0,110,38,22.0,85,129.41,0,0,0,20,0
A Lark,Aut,0,5,4,0,110,43,27.5,121,90.9,0,0,1,15,0
Anwar Ali,Pakisthan,8,16,11,4,109,46,15.57,77,141.55,0,0,0,6,6
MG Johnson,Australia,6,30,17,7,109,28,10.9,95,114.73,0,0,2,8,3
T van der Gugten,NL,7,39,11,4,109,40,15.57,81,134.56,0,0,1,4,6
Harbhajan Singh,India,10,28,13,5,108,21,13.5,87,124.13,0,0,1,11,4
Mohammad Saifuddin,Bangladesh,2,13,9,3,108,39,18.0,95,113.68,0,0,0,9,3
B Zuiderent,NL,1,6,6,1,108,43,21.6,124,87.09,0,0,0,8,1
OGL Bascome,Bermuda,0,11,11,1,107,22,10.7,117,91.45,0,0,0,12,3
SO Ngoche,KENYA,9,28,18,5,107,38,8.23,118,90.67,0,0,2,5,4
GJ Thompson,Ireland,3,10,8,1,107,44,15.28,108,99.07,0,0,2,14,1
V Vijh,LUX,0,4,4,2,107,64,53.5,119,89.91,0,1,0,13,1
K Doriga,Papua New Guinea,0,17,11,1,106,43,10.6,103,102.91,0,0,0,3,3
NA Maiolo,ITA,0,8,7,1,106,39,17.66,104,101.92,0,0,0,11,2
MD Dai,Papua New Guinea,2,9,8,0,105,31,13.12,128,82.03,0,0,0,4,0
OJ Hairs,SCOT,0,8,8,1,105,26,15.0,64,164.06,0,0,2,4,10
JR Hopes,Australia,5,12,7,2,105,30,21.0,98,107.14,0,0,0,7,1
ND Laegsgaard,DEN,0,9,8,1,105,39,15.0,96,109.37,0,0,0,11,2
M Mosehle,South Africa,0,7,6,1,105,36,21.0,65,161.53,0,0,0,6,9
Meet Bhavsar,KUW,0,9,7,1,104,38,17.33,88,118.18,0,0,0,10,1
LA Dunbar,Serb,0,2,2,1,104,104,104.0,62,167.74,1,0,1,5,10
Sultan Ahmed,OMAN,2,17,12,3,104,37,11.55,83,125.3,0,0,3,14,0
GP Swann,England,4,39,16,11,104,34,20.8,89,116.85,0,0,2,9,1
SM Davies,England,2,5,5,0,102,33,20.4,82,124.39,0,0,0,12,0
Rehman Abdul,ITA,0,7,5,3,102,37,51.0,103,99.02,0,0,0,7,3
Suraj Kumar,OMAN,0,13,9,2,102,42,14.57,89,114.6,0,0,0,9,3
LJ Tucker,Ireland,3,14,11,1,102,22,10.2,99,103.03,0,0,1,10,1
Ammad Uddin,BAH,0,4,4,1,101,40,33.66,53,190.56,0,0,0,11,5
MNR Cooray,Mald,0,4,3,1,101,56,50.5,77,131.16,0,1,0,12,3
S Jora,NEPAL,0,6,6,1,101,53,20.2,83,121.68,0,1,1,5,4
AV Lalcheta,OMAN,4,17,10,2,101,20,12.62,82,123.17,0,0,0,9,4
B Lee,Australia,7,25,12,6,101,43,16.83,71,142.25,0,0,2,9,4
Mohammed Nurji,West Indies,0,6,5,3,101,36,50.5,59,171.18,0,0,0,8,6
T Perera,Botsw,0,6,6,0,101,30,16.83,127,79.52,0,0,0,16,0
V Shankar,India,1,9,4,0,101,43,25.25,73,138.35,0,0,0,11,5
S Dhaniram,CAN,2,11,9,0,100,26,11.11,123,81.3,0,0,0,6,2
Hamza Tariq,CAN,6,15,11,1,100,33,10.0,82,121.95,0,0,2,4,5
T Maruma,Zimbabwe,11,13,13,4,100,23,11.11,109,91.74,0,0,1,6,4
BS Stephenson,Blz,0,3,3,0,100,48,33.33,72,138.88,0,0,0,9,7
BR Dunk,Australia,3,5,5,0,99,32,19.8,69,143.47,0,0,0,8,6
BFW de Leede,NL,1,8,7,1,98,33,16.33,114,85.96,0,0,0,4,2
Irfan Bhima,West Indies,0,4,4,0,98,52,24.5,88,111.36,0,1,2,13,2
Janak Prakash,SGP,0,12,11,3,98,25,12.25,78,125.64,0,0,2,9,3
BR McDermott,Australia,1,12,10,3,98,32,14.0,105,93.33,0,0,2,6,2
TK Musakanda,Zimbabwe,0,6,6,0,98,43,16.33,80,122.5,0,0,2,7,2
Amir Ali,OMAN,1,10,8,3,97,32,19.4,65,149.23,0,0,0,11,2
BOP Fernando,Sri Lanka,0,3,3,1,97,78,48.5,73,132.87,0,1,0,10,3
DJ Mitchell,New Zealand,0,9,9,3,97,30,16.16,79,122.78,0,0,0,5,4
Muhammad Kaleem,UAE,0,9,9,0,97,50,10.77,116,83.62,0,1,1,9,3
Aminuddin Ramly,MAL,0,10,9,2,97,33,13.85,59,164.4,0,0,1,3,9
AM Samad,CAN,2,7,6,0,97,29,16.16,88,110.22,0,0,1,8,4
S Samarawickrama,Sri Lanka,2,7,7,0,97,32,13.85,93,104.3,0,0,1,9,0
AJ Staal,NL,0,9,8,2,97,28,16.16,79,122.78,0,0,2,5,5
GM Strydom,Caym,0,6,6,0,97,49,16.16,89,108.98,0,0,2,6,5
Zaheer Ibrahim,QAT,0,13,11,3,97,27,12.12,89,108.98,0,0,2,7,5
Ahmed Raza,UAE,5,36,14,7,96,22,13.71,123,78.04,0,0,1,2,4
RS Morton,West Indies,4,7,7,1,96,40,16.0,103,93.2,0,0,1,8,2
Razmal Shigiwal,Aut,0,4,3,0,96,53,32.0,78,123.07,0,1,0,3,8
ML Udawatte,Sri Lanka,9,8,8,0,96,25,12.0,87,110.34,0,0,2,10,2
MH Yardy,England,5,14,8,5,96,35,32.0,72,133.33,0,0,3,9,1
TM Odoyo,KENYA,6,11,10,0,95,22,9.5,119,79.83,0,0,1,6,2
NS Poonia,SCOT,3,8,7,2,95,38,19.0,108,87.96,0,0,2,3,1
Shamsudheen Purat,Saudi,0,3,3,1,95,88,47.5,53,179.24,0,1,1,8,7
HJ Jordaan,THAI,0,4,4,1,94,37,31.33,107,87.85,0,0,0,8,0
Mehidy Hasan Miraz,Bangladesh,1,13,11,2,94,19,10.44,80,117.5,0,0,2,7,4
JH Stander,SCOT,3,11,11,2,94,45,10.44,90,104.44,0,0,3,6,4
JJ Tucker,Bermuda,0,5,5,1,94,50,23.5,97,96.9,0,1,0,11,1
P Utseya,Zimbabwe,9,35,21,9,94,13,7.83,115,81.73,0,0,3,6,1
J Cutinho,CRC,0,3,3,0,93,46,31.0,98,94.89,0,0,0,7,4
Walid Ghauri,NOR,0,4,4,1,93,44,31.0,80,116.25,0,0,0,10,2
JL Denly,England,10,10,9,1,92,30,11.5,93,98.92,0,0,2,11,1
MC Sorensen,Ireland,4,26,11,6,92,26,18.4,79,116.45,0,0,1,4,3
D Wiese,South Africa,3,20,11,4,92,28,13.14,75,122.66,0,0,1,4,3
Yasir Arafat,Pakisthan,5,13,11,4,92,17,13.14,79,116.45,0,0,0,8,2
Anwar Arudin,MAL,0,12,12,0,91,32,7.58,98,92.85,0,0,3,10,2
Raees Ahmadzai,Afganisthan,0,8,6,3,91,33,30.33,84,108.33,0,0,0,5,1
Saeed Ajmal,Pakisthan,6,64,23,12,91,21,8.27,86,105.81,0,0,3,7,2
CR Woakes,England,4,8,7,4,91,37,30.33,63,144.44,0,0,1,4,5
GM Hamilton,SCOT,3,12,8,0,90,32,11.25,110,81.81,0,0,0,6,1
JN Mohammed,West Indies,1,9,8,3,90,23,18.0,103,87.37,0,0,1,9,1
Muhammad Naeem,Saudi,0,5,4,2,90,42,45.0,91,98.9,0,0,1,7,1
Sagar Pun,NEPAL,1,9,9,0,90,20,10.0,100,90.0,0,0,0,13,0
DLS van Bunge,NL,5,14,12,4,90,24,11.25,104,86.53,0,0,2,2,3
GH Worker,New Zealand,0,2,2,0,90,62,45.0,64,140.62,0,1,0,6,5
S Adedeji,NGA,0,6,6,2,89,51,22.25,114,78.07,0,1,1,5,2
Mohammad Nadeem,OMAN,4,22,13,3,89,29,8.9,106,83.96,0,0,1,7,0
A Otwani,UGA,0,4,4,0,89,44,22.25,78,114.1,0,0,0,13,1
A Ferguson,Arg,0,5,3,1,88,51,44.0,100,88.0,0,1,0,5,1
N Madziva,Zimbabwe,4,15,10,5,88,28,17.6,80,110.0,0,0,1,4,5
Md Shafiqul Haque,THAI,0,4,4,0,88,38,22.0,62,141.93,0,0,0,5,6
Zishan Shah,DEN,0,6,5,1,88,50,22.0,87,101.14,0,1,0,7,1
PS Airee,NEPAL,4,11,11,0,87,29,7.9,93,93.54,0,0,4,10,1
SC Getkate,Ireland,0,14,12,2,87,24,8.7,73,119.17,0,0,1,4,4
Mandeep Singh,India,0,3,3,1,87,52,43.5,73,119.17,0,1,0,11,1
D Pretorius,South Africa,2,6,2,2,87,77,,49,177.55,0,1,0,7,4
Raza Iqbal,NOR,0,5,5,0,87,39,17.4,89,97.75,0,0,0,13,0
DI Allan,KENYA,1,10,10,0,86,18,8.6,135,63.7,0,0,0,7,0
AR Gandhi,KENYA,0,3,3,1,86,50,43.0,98,87.75,0,1,0,5,1
GJ Hopkins,New Zealand,3,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5
SM Pollock,South Africa,3,12,9,2,86,36,12.28,70,122.85,0,0,3,4,4
Shamsur Rahman,Bangladesh,1,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1
DP Michael,Samoa,0,4,4,1,85,55,28.33,82,103.65,0,1,1,1,6
AR Nurse,West Indies,8,13,8,6,85,20,42.5,71,119.71,0,0,0,7,3
MD Patel,South Africa,0,8,8,1,85,26,12.14,88,96.59,0,0,0,6,4
RML Taylor,SCOT,3,9,6,3,85,41,28.33,58,146.55,0,0,0,6,4
N Khosla,MALTA,0,4,4,0,84,27,21.0,95,88.42,0,0,0,3,2
IO Okpe,NGA,0,8,8,0,84,19,10.5,109,77.06,0,0,0,2,2
Afif Hossain,Bangladesh,1,8,7,0,83,52,11.85,63,131.74,0,1,2,10,1
JH Davey,SCOT,7,21,10,5,83,24,16.6,63,131.74,0,0,0,5,3
PF Gallagher,Fin,0,3,3,0,83,36,27.66,68,122.05,0,0,0,4,5
JK Kamande,KENYA,3,12,9,0,83,42,9.22,92,90.21,0,0,2,5,3
Manpreet Singh,ITA,0,8,6,0,83,36,13.83,98,84.69,0,0,0,10,1
